"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1606","test_valid_login","tests.web","Mon Feb 10 16:11:28 WIB 2025","passed","Mon Feb 10 16:11:29 WIB 2025","","test_login","",""
